"date","state","positive"
2020-04-17,Магаданская область,18
2020-04-17,Санкт-Петербург,1507
2020-04-17,Пензенская область,119
2020-04-17,Кировская область,91
2020-04-17,Тульская область,199
2020-04-17,Республика Марий Эл,179
2020-04-17,Мурманская область,314
2020-04-17,Волгоградская область,62
2020-04-17,Калининградская область,104
2020-04-17,Пермский край,144
2020-04-17,Республика Алтай,1
2020-04-17,Челябинская область,57
2020-04-17,Тамбовская область,133
2020-04-17,Ульяновская область,138
2020-04-17,Свердловская область,115
2020-04-17,Ростовская область,168
2020-04-17,Камчатский край,29
2020-04-17,Чукотский автономный округ,2
2020-04-17,Самарская область,63
2020-04-17,Новгородская область,74
2020-04-17,Саратовская область,87
2020-04-17,Тюменская область,146
2020-04-17,Ненецкий автономный округ,1
2020-04-17,Республика Карелия,9
2020-04-17,Карачаево-Черкесская Республика,49
2020-04-17,Севастополь,12
2020-04-17,Московская область,3526
2020-04-17,Чувашская Республика,137
2020-04-17,Рязанская область,184
2020-04-17,Новосибирская область,76
2020-04-17,Республика Татарстан,144
2020-04-17,Еврейская автономная область,16
2020-04-17,Забайкальский край,30
2020-04-17,Москва,18105
2020-04-17,Брянская область,228
2020-04-17,Астраханская область,64
2020-04-17,Республика Хакасия,38
2020-04-18,Саратовская область,98
2020-04-18,Новгородская область,80
2020-04-18,Республика Крым,43
2020-04-18,Чувашская Республика,164
2020-04-18,Псковская область,42
2020-04-18,Курская область,170
2020-04-18,Ивановская область,164
2020-04-18,Республика Адыгея,84
2020-04-18,Омская область,31
2020-04-18,Республика Татарстан,160
2020-04-18,Новосибирская область,86
2020-04-18,Красноярский край,276
2020-04-18,Калужская область,151
2020-04-18,Приморский край,67
2020-04-18,Алтайский край,63
2020-04-18,Астраханская область,99
2020-04-18,Республика Башкортостан,252
2020-04-18,Волгоградская область,79
2020-04-18,Республика Марий Эл,219
2020-04-18,Иркутская область,54
2020-04-18,Магаданская область,62
2020-04-18,Еврейская автономная область,19
2020-04-18,Республика Бурятия,112
2020-04-18,Республика Саха (Якутия),47
2020-04-18,Амурская область,14
2020-04-18,Республика Тыва,9
2020-04-18,Ульяновская область,157
2020-04-18,Москва,20754
2020-04-18,Тверская область,237
2020-04-18,Краснодарский край,335
2020-04-18,Орловская область,119
2020-04-18,Челябинская область,61
2020-04-18,Смоленская область,152
2020-04-18,Курганская область,13
2020-04-18,Республика Коми,474
2020-04-18,Липецкая область,129
2020-04-18,Хабаровский край,147
2020-04-18,Томская область,24
2020-04-18,Свердловская область,126
2020-04-18,Карачаево-Черкесская Республика,50
2020-04-18,Тамбовская область,165
2020-04-18,Чукотский автономный округ,2
2020-04-18,Владимирская область,198
2020-04-18,Белгородская область,81
2020-04-18,Республика Дагестан,257
2020-04-18,Республика Мордовия,198
2020-04-18,Ненецкий автономный округ,1
2020-04-18,Ставропольский край,209
2020-04-18,Ростовская область,197
2020-04-18,Камчатский край,29
2020-04-18,Пермский край,170
2020-04-18,Кировская область,111
2020-04-18,Пензенская область,140
2020-04-18,Санкт-Петербург,1646
2020-04-18,Мурманская область,321
2020-04-18,Кемеровская область (Кузбасс),26
2020-04-18,Нижегородская область,517
2020-04-18,Тульская область,229
2020-04-18,Республика Алтай,2
2020-04-18,Вологодская область,86
2020-04-18,Ямало-Ненецкий автономный округ,106
2020-04-18,Республика Калмыкия,67
2020-04-18,Забайкальский край,33
2020-04-18,Чеченская Республика,175
2020-04-18,Воронежская область,130
2020-04-18,Республика Ингушетия,227
2020-04-18,Республика Северная Осетия — Алания,94
2020-04-18,Ярославская область,105
2020-04-18,Брянская область,256
2020-04-18,Ленинградская область,388
2020-04-18,Костромская область,53
2020-04-18,Калининградская область,115
2020-04-18,Республика Хакасия,46
2020-04-18,Ханты-Мансийский автономный округ - Югра,161
2020-04-18,Удмуртская Республика,62
2020-04-18,Севастополь,12
2020-04-18,Кабардино-Балкарская Республика,114
2020-04-18,Сахалинская область,19
2020-04-18,Оренбургская область,140
2020-04-18,Республика Карелия,15
2020-04-18,Тюменская область,185
2020-04-18,Архангельская область,39
2020-04-18,Самарская область,64
2020-04-18,Московская область,3954
2020-04-18,Рязанская область,225
2020-04-19,Курская область,196
2020-04-19,Ненецкий автономный округ,1
2020-04-19,Чукотский автономный округ,2
2020-04-19,Новгородская область,98
2020-04-19,Псковская область,44
2020-04-19,Саратовская область,114
2020-04-19,Карачаево-Черкесская Республика,67
2020-04-19,Республика Крым,45
2020-04-19,Чувашская Республика,193
2020-04-19,Республика Татарстан,191
2020-04-19,Новосибирская область,108
2020-04-19,Омская область,33
2020-04-19,Красноярский край,300
2020-04-19,Алтайский край,72
2020-04-19,Калужская область,188
2020-04-19,Приморский край,80
2020-04-19,Астраханская область,123
2020-04-19,Кемеровская область (Кузбасс),35
2020-04-19,Ивановская область,183
2020-04-19,Республика Адыгея,91
2020-04-19,Республика Тыва,13
2020-04-19,Амурская область,16
2020-04-19,Магаданская область,63
2020-04-19,Республика Марий Эл,262
2020-04-19,Волгоградская область,93
2020-04-19,Республика Бурятия,115
2020-04-19,Иркутская область,55
2020-04-19,Ямало-Ненецкий автономный округ,116
2020-04-19,Калининградская область,126
2020-04-19,Челябинская область,68
2020-04-19,Хабаровский край,185
2020-04-19,Липецкая область,149
2020-04-19,Томская область,29
2020-04-19,Ульяновская область,168
2020-04-19,Республика Коми,481
2020-04-19,Смоленская область,173
2020-04-19,Курганская область,13
2020-04-19,Свердловская область,141
2020-04-19,Тверская область,270
2020-04-19,Краснодарский край,383
2020-04-19,Орловская область,132
2020-04-19,Камчатский край,34
2020-04-19,Республика Мордовия,258
2020-04-19,Республика Дагестан,292
2020-04-19,Белгородская область,90
2020-04-19,Владимирская область,225
2020-04-19,Ростовская область,232
2020-04-19,Ханты-Мансийский автономный округ - Югра,175
2020-04-19,Тамбовская область,187
2020-04-19,Пермский край,198
2020-04-19,Ставропольский край,232
2020-04-19,Нижегородская область,646
2020-04-19,Республика Северная Осетия — Алания,120
2020-04-19,Республика Алтай,2
2020-04-19,Кабардино-Балкарская Республика,136
2020-04-19,Тульская область,287
2020-04-19,Вологодская область,93
2020-04-19,Мурманская область,354
2020-04-19,Республика Башкортостан,252
2020-04-19,Санкт-Петербург,1760
2020-04-19,Кировская область,150
2020-04-19,Пензенская область,140
2020-04-19,Костромская область,66
2020-04-19,Ленинградская область,417
2020-04-19,Республика Хакасия,68
2020-04-19,Ярославская область,117
2020-04-19,Республика Ингушетия,269
2020-04-19,Воронежская область,156
2020-04-19,Чеченская Республика,219
2020-04-19,Республика Калмыкия,74
2020-04-19,Брянская область,279
2020-04-19,Республика Саха (Якутия),88
2020-04-19,Удмуртская Республика,66
2020-04-19,Еврейская автономная область,20
2020-04-19,Севастополь,13
2020-04-19,Забайкальский край,34
2020-04-19,Москва,24324
2020-04-19,Рязанская область,267
2020-04-19,Архангельская область,107
2020-04-19,Сахалинская область,19
2020-04-19,Оренбургская область,184
2020-04-19,Московская область,4663
2020-04-19,Самарская область,79
2020-04-19,Республика Карелия,19
2020-04-19,Тюменская область,227
2020-04-20,Республика Саха (Якутия),107
2020-04-20,Ставропольский край,244
2020-04-20,Ростовская область,292
2020-04-20,Камчатский край,41
2020-04-20,Владимирская область,259
2020-04-20,Тамбовская область,209
2020-04-20,Карачаево-Черкесская Республика,87
2020-04-20,Белгородская область,112
2020-04-20,Еврейская автономная область,22
2020-04-20,Республика Дагестан,331
2020-04-20,Республика Мордовия,293
2020-04-20,Республика Алтай,4
2020-04-20,Вологодская область,100
2020-04-20,Алтайский край,84
2020-04-20,Санкт-Петербург,1846
2020-04-20,Пензенская область,165
2020-04-20,Кировская область,169
2020-04-20,Омская область,36
2020-04-20,Нижегородская область,759
2020-04-20,Тульская область,309
2020-04-20,Мурманская область,400
2020-04-20,Удмуртская Республика,92
2020-04-20,Республика Хакасия,76
2020-04-20,Забайкальский край,43
2020-04-20,Чеченская Республика,264
2020-04-20,Воронежская область,180
2020-04-20,Республика Ингушетия,308
2020-04-20,Республика Калмыкия,77
2020-04-20,Ленинградская область,454
2020-04-20,Брянская область,321
2020-04-20,Костромская область,70
2020-04-20,Ярославская область,144
2020-04-20,Республика Башкортостан,297
2020-04-20,Московская область,5241
2020-04-20,Рязанская область,289
2020-04-20,Оренбургская область,184
2020-04-20,Сахалинская область,19
2020-04-20,Ханты-Мансийский автономный округ - Югра,188
2020-04-20,Самарская область,95
2020-04-20,Тюменская область,254
2020-04-20,Республика Карелия,27
2020-04-20,Архангельская область,114
2020-04-20,Псковская область,52
2020-04-20,Чувашская Республика,225
2020-04-20,Пермский край,215
2020-04-20,Курская область,220
2020-04-20,Калининградская область,138
2020-04-20,Республика Крым,45
2020-04-20,Саратовская область,142
2020-04-20,Ямало-Ненецкий автономный округ,140
2020-04-20,Новгородская область,108
2020-04-20,Астраханская область,136
2020-04-20,Республика Северная Осетия — Алания,145
2020-04-20,Москва,26350
2020-04-20,Ивановская область,203
2020-04-20,Республика Адыгея,100
2020-04-20,Калужская область,228
2020-04-20,Красноярский край,306
2020-04-20,Кабардино-Балкарская Республика,152
2020-04-20,Приморский край,97
2020-04-20,Республика Татарстан,230
2020-04-20,Новосибирская область,132
2020-04-20,Севастополь,17
2020-04-20,Республика Тыва,13
2020-04-20,Амурская область,20
2020-04-20,Волгоградская область,111
2020-04-20,Республика Марий Эл,291
2020-04-20,Ненецкий автономный округ,1
2020-04-20,Чукотский автономный округ,2
2020-04-20,Республика Бурятия,115
2020-04-20,Иркутская область,65
2020-04-20,Магаданская область,63
2020-04-20,Хабаровский край,215
2020-04-20,Липецкая область,169
2020-04-20,Томская область,33
2020-04-20,Республика Коми,491
2020-04-20,Свердловская область,149
2020-04-20,Тверская область,296
2020-04-20,Краснодарский край,417
2020-04-20,Орловская область,175
2020-04-20,Ульяновская область,187
2020-04-20,Смоленская область,189
2020-04-20,Курганская область,13
2020-04-20,Кемеровская область (Кузбасс),41
2020-04-20,Челябинская область,78
2020-04-21,Калининградская область,144
2020-04-21,Тамбовская область,222
2020-04-21,Ставропольский край,266
2020-04-21,Ямало-Ненецкий автономный округ,146
2020-04-21,Камчатский край,48
2020-04-21,Республика Мордовия,327
2020-04-21,Республика Дагестан,371
2020-04-21,Белгородская область,122
2020-04-21,Ростовская область,346
2020-04-21,Владимирская область,280
2020-04-21,Мурманская область,435
2020-04-21,Тульская область,384
2020-04-21,Вологодская область,107
2020-04-21,Пензенская область,180
2020-04-21,Кировская область,188
2020-04-21,Алтайский край,127
2020-04-21,Санкт-Петербург,1973
2020-04-21,Омская область,41
2020-04-21,Ханты-Мансийский автономный округ - Югра,197
2020-04-21,Нижегородская область,860
2020-04-21,Москва,29433
2020-04-21,Республика Алтай,8
2020-04-21,Брянская область,350
2020-04-21,Удмуртская Республика,118
2020-04-21,Забайкальский край,50
2020-04-21,Чукотский автономный округ,2
2020-04-21,Ярославская область,187
2020-04-21,Республика Хакасия,84
2020-04-21,Костромская область,81
2020-04-21,Ленинградская область,496
2020-04-21,Республика Калмыкия,77
2020-04-21,Республика Ингушетия,354
2020-04-21,Ненецкий автономный округ,1
2020-04-21,Воронежская область,211
2020-04-21,Чеченская Республика,303
2020-04-21,Тюменская область,290
2020-04-21,Республика Карелия,30
2020-04-21,Кемеровская область (Кузбасс),47
2020-04-21,Самарская область,103
2020-04-21,Архангельская область,118
2020-04-21,Рязанская область,316
2020-04-21,Карачаево-Черкесская Республика,106
2020-04-21,Оренбургская область,226
2020-04-21,Сахалинская область,19
2020-04-21,Московская область,5959
2020-04-21,Пермский край,237
2020-04-21,Еврейская автономная область,43
2020-04-21,Чувашская Республика,235
2020-04-21,Республика Саха (Якутия),111
2020-04-21,Республика Крым,46
2020-04-21,Курская область,242
2020-04-21,Новгородская область,114
2020-04-21,Псковская область,58
2020-04-21,Саратовская область,168
2020-04-21,Калужская область,258
2020-04-21,Красноярский край,370
2020-04-21,Приморский край,104
2020-04-21,Астраханская область,137
2020-04-21,Ивановская область,213
2020-04-21,Республика Адыгея,108
2020-04-21,Новосибирская область,135
2020-04-21,Республика Татарстан,280
2020-04-21,Иркутская область,68
2020-04-21,Республика Северная Осетия — Алания,177
2020-04-21,Севастополь,18
2020-04-21,Республика Бурятия,125
2020-04-21,Амурская область,20
2020-04-21,Магаданская область,65
2020-04-21,Кабардино-Балкарская Республика,170
2020-04-21,Республика Тыва,13
2020-04-21,Республика Марий Эл,311
2020-04-21,Волгоградская область,134
2020-04-21,Смоленская область,208
2020-04-21,Свердловская область,233
2020-04-21,Курганская область,15
2020-04-21,Республика Башкортостан,371
2020-04-21,Тверская область,329
2020-04-21,Краснодарский край,461
2020-04-21,Орловская область,198
2020-04-21,Челябинская область,92
2020-04-21,Ульяновская область,187
2020-04-21,Республика Коми,507
2020-04-21,Липецкая область,189
2020-04-21,Хабаровский край,243
2020-04-21,Томская область,37
2020-04-22,Тульская область,436
2020-04-22,Мурманская область,506
2020-04-22,Санкт-Петербург,2267
2020-04-22,Кировская область,216
2020-04-22,Пензенская область,196
2020-04-22,Чукотский автономный округ,6
2020-04-22,Волгоградская область,145
2020-04-22,Республика Марий Эл,333
2020-04-22,Магаданская область,67
2020-04-22,Ненецкий автономный округ,1
2020-04-22,Республика Алтай,8
2020-04-22,Алтайский край,136
2020-04-22,Свердловская область,243
2020-04-22,Тамбовская область,240
2020-04-22,Еврейская автономная область,52
2020-04-22,Ульяновская область,196
2020-04-22,Камчатский край,63
2020-04-22,Челябинская область,102
2020-04-22,Омская область,45
2020-04-22,Ростовская область,398
2020-04-22,Калининградская область,163
2020-04-22,Самарская область,115
2020-04-22,Чувашская Республика,262
2020-04-22,Республика Карелия,30
2020-04-22,Тюменская область,319
2020-04-22,Саратовская область,190
2020-04-22,Новгородская область,140
2020-04-22,Рязанская область,392
2020-04-22,Московская область,6590
2020-04-22,Брянская область,399
2020-04-22,Кабардино-Балкарская Республика,193
2020-04-22,Забайкальский край,61
2020-04-22,Астраханская область,148
2020-04-22,Республика Северная Осетия — Алания,211
2020-04-22,Республика Хакасия,87
2020-04-22,Новосибирская область,151
2020-04-22,Республика Татарстан,355
2020-04-22,Приморский край,166
2020-04-22,Красноярский край,392
2020-04-22,Калужская область,330
2020-04-22,Удмуртская Республика,152
2020-04-22,Республика Адыгея,113
2020-04-22,Пермский край,266
2020-04-22,Ивановская область,225
2020-04-22,Республика Калмыкия,88
2020-04-22,Воронежская область,236
2020-04-22,Чеченская Республика,323
2020-04-22,Республика Ингушетия,397
2020-04-22,Ярославская область,198
2020-04-22,Костромская область,88
2020-04-22,Ленинградская область,537
2020-04-22,Ямало-Ненецкий автономный округ,149
2020-04-22,Республика Крым,46
2020-04-22,Республика Башкортостан,396
2020-04-22,Москва,31981
2020-04-22,Оренбургская область,254
2020-04-22,Сахалинская область,19
2020-04-22,Курская область,276
2020-04-22,Архангельская область,120
2020-04-22,Псковская область,62
2020-04-22,Курганская область,15
2020-04-22,Ставропольский край,277
2020-04-22,Смоленская область,244
2020-04-22,Карачаево-Черкесская Республика,145
2020-04-22,Краснодарский край,481
2020-04-22,Орловская область,238
2020-04-22,Севастополь,19
2020-04-22,Тверская область,356
2020-04-22,Республика Саха (Якутия),116
2020-04-22,Кемеровская область (Кузбасс),56
2020-04-22,Владимирская область,293
2020-04-22,Республика Дагестан,417
2020-04-22,Томская область,43
2020-04-22,Белгородская область,144
2020-04-22,Липецкая область,213
2020-04-22,Хабаровский край,272
2020-04-22,Республика Мордовия,357
2020-04-22,Республика Коми,527
2020-04-22,Республика Бурятия,153
2020-04-22,Ханты-Мансийский автономный округ - Югра,203
2020-04-22,Иркутская область,75
2020-04-22,Вологодская область,114
2020-04-22,Республика Тыва,13
2020-04-22,Амурская область,23
2020-04-22,Нижегородская область,929
